TCID;ID;Title;Description;Author;Importance;Pos/Neg;Automation;TCMS Case ID;#;Step;Expected Result;Type;_polarion
233;;;;;;;;;5;"On target host, check the output of ""virsh event V --loop --all"" ";"Output:
 event 'agent-lifecycle' for domain V: state: 'disconnected' reason: 'domain started'
 event 'lifecycle' for domain V: Started Migrated
 event 'agent-lifecycle' for domain V: state: 'disconnected' reason: 'channel event'
 event 'lifecycle' for domain V: Resumed Unpaused
 event 'lifecycle' for domain V: Resumed Migrated
 event 'agent-lifecycle' for domain V: state: 'connected' reason: 'channel event' ";;RedHatEnterpriseLinux7/RHEL-120210
233;;;;;;;;;6;"On source host, check libvirtd log:
 
 
 
* # grep -E 'qemuProcessHandleMigrationStatus|qemuMonitorGetMigrationStats' /var/log/libvirt/libvirtd.log
";"""qemuMonitorGetMigrationStats'"" doesn't appear every 50ms in libvirt log, this means Libvirtd get events for migration status changes, instead of polling for the status every 50ms().
 
 Output:
 2017-07-01 01:02:28.247+0000: 1259: debug : qemuProcessHandleMigrationStatus:1626 : Migration of domain 0x7fdd0c011660 V changed state to setup
 2017-07-01 01:02:28.281+0000: 1259: debug : qemuProcessHandleMigrationStatus:1626 : Migration of domain 0x7fdd0c011660 V changed state to active
 2017-07-01 01:06:34.882+0000: 1259: debug : qemuProcessHandleMigrationStatus:1626 : Migration of domain 0x7fdd0c011660 V changed state to completed";;RedHatEnterpriseLinux7/RHEL-120210
233;;;;;;;;;7;"On target host, check libvirtd log:
 
 
 
* # grep -E 'qemuProcessHandleMigrationStatus|qemuMonitorGetMigrationStats' /var/log/libvirt/libvirtd.log
";"""qemuMonitorGetMigrationStats'"" doesn't appear every 50ms in libvirt log, this means Libvirtd get events for migration status changes, instead of polling for the status every 50ms().
 
 Output:
 2017-07-01 01:02:27.814+0000: 30648: debug : qemuProcessHandleMigrationStatus:1626 : Migration of domain 0x7f4788370bc0 V changed state to setup
 2017-07-01 01:02:28.240+0000: 30648: debug : qemuProcessHandleMigrationStatus:1626 : Migration of domain 0x7f4788370bc0 V changed state to active
 2017-07-01 01:06:34.893+0000: 30648: debug : qemuProcessHandleMigrationStatus:1626 : Migration of domain 0x7f4788370bc0 V changed state to completed";;RedHatEnterpriseLinux7/RHEL-120210
234;RHEL-120211;[Migration] Suspend&resume management app(virsh client) during Perform Phase of live migration - managed direct migration;Suspend&resume management app(virsh client) during normal live migration;Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"Disable the keepalive mech in both source and target.
 
* # vim /etc/libvirt/libvirtd.conf
keepalive_interval = -1

 
* # systemctl restart libvirtd
";"
 
 
​​";Test Case;RedHatEnterpriseLinux7/RHEL-120211
234;;;;;;;;;2;On source host, start a guest with disk on shared storage;​​;;RedHatEnterpriseLinux7/RHEL-120211
234;;;;;;;;;3;"Migrate the guest from host1 to host2:
 
* # virsh migrate-setspeed vm1 1;  virsh migrate vm1 --live qemu+ssh://10.66.93.197/system --verbose
";​​;;RedHatEnterpriseLinux7/RHEL-120211
234;;;;;;;;;4;"Before migration completes, when the progress  is >=1% and << 100%(migration is in perform phase at this time), suspend virsh client by:
 
* Press ""Ctrl+Z""
";​​;;RedHatEnterpriseLinux7/RHEL-120211
234;;;;;;;;;5;Wait a while,(when the migration process is almost finished), check guest status.;"The guest on source and target are both in paused status. 
 
 (This is because the managed direct migration process is controlled by virsh client and can't complete without virsh client).";;RedHatEnterpriseLinux7/RHEL-120211
234;;;;;;;;;6;"Resume virsh client in foreground:
 
* # fg

​​";"The migration can continue to complete.
 
 Output:
 virsh migrate vm1 --live qemu+ssh://10.66.93.197/system --verbose
 Migration: [100%]";;RedHatEnterpriseLinux7/RHEL-120211
234;;;;;;;;;7;"After migration completes,check guest status on both hosts:
 
* #virsh list
";Guest is running on target host, and is shutoff or doesn't exist on source host(depends on whether it is persistent on source before migration);;RedHatEnterpriseLinux7/RHEL-120211
235;RHEL-120213;[Migration] Suspend&resume management app(virsh client) during Perform Phase of live migration - p2p migration;Suspend&resume management app(virsh client) during p2p live migration;Fangge Jin (fjin);Medium;Positive;Not Automated;;1;On source host, start a guest with disk on shared storage;​​;Test Case;RedHatEnterpriseLinux7/RHEL-120213
235;;;;;;;;;2;"Migrate the guest from host1 to host2:
 
* # virsh migrate vm1 --live qemu+ssh://10.66.93.197/system --verbose --p2p
";​​;;RedHatEnterpriseLinux7/RHEL-120213
235;;;;;;;;;3;"Before migration completes, when the progress  is >=1% and << 100%(migration is in perform phase at this time), suspend virsh client by:
 
* Press ""Ctrl+Z"" 
";​​;;RedHatEnterpriseLinux7/RHEL-120213
235;;;;;;;;;4;Wait a while,(when the migration process is almost finished), check guest status.;"The guest is shutoff on source host and running on target host, which means that migration is completed successfully. 
 (This is because that p2p migration doesn't need virsh client any more after the migration is initiated ) ";;RedHatEnterpriseLinux7/RHEL-120213
236;RHEL-120232;[Migration] Migrate vm with  hotplugged disks;Migrate vm with hotplugged virtio NICs and hotplugged disks;Fangge Jin (fjin);High;Positive;Automated;;1;"1. Start a domain;
 # virsh start <domain>
 
​​";"
​​";Test Case;RedHatEnterpriseLinux7/RHEL-120232
236;;;;;;;;;2;"2. Create a disk on shared storage;
 
* # dd if=/dev/zero of=/path/to/shared/disk2.dsk bs=1  count=1 seek=20G
";Make sure in guest user can write data to the disks.;;RedHatEnterpriseLinux7/RHEL-120232
236;;;;;;;;;3;"3. Hotplug a disk to the domain:
 
* # cat disk.xml
<disk type='file' device='disk'>
 <driver name='qemu' type='raw' **cache='none'**/>
 <source file='/path/to/shared/disk2.dsk'/>
 <target dev='vdb' bus='virtio'/>
 </disk>
* # virsh attach-device $guest disk.xml
";​​;;RedHatEnterpriseLinux7/RHEL-120232
236;;;;;;;;;4;"4. Live migrate the domain;
 
* # virsh migrate --live <domain> qemu+ssh://host2/system
";The live migration should successfully finish and the hotplugged disk should be accessible in the domain.;;RedHatEnterpriseLinux7/RHEL-120232
237;RHEL-120247;[Migration][--copy-storage-inc] Copy only the top image for storage migration - without backing chain - pre-create top image  on target manually;"Check migrate guest with option copy-storage-inc.
 Bug 1219541 - virsh migrate --copy-storage-all fails to preserve sparse disk image. So as to ""--copy-storate-inc""";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"Prepare a non-shared source image file on source host, and create a image file on target host with same name and same size:
 
* #qemu-img create /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2 -f qcow2 20G
";"
​​";Test Case;RedHatEnterpriseLinux7/RHEL-120247
237;;;;;;;;;2;"On source host, start a guest with virtual disk ""/var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2""";​​;;RedHatEnterpriseLinux7/RHEL-120247
237;;;;;;;;;3;"Check the image file info on source host:
 
* #qemu-img info /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2
";​​;;RedHatEnterpriseLinux7/RHEL-120247
237;;;;;;;;;4;"* # virsh migrate r7raw qemu+ssh://10.66.6.6/system --live --verbose --copy-storage-inc
";"Migration succeed.
​​";;RedHatEnterpriseLinux7/RHEL-120247
237;;;;;;;;;5;"Check the image file info on target host:
 
* #qemu-img info /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2
";"And the image file disk size on target host is same as source.
 
 Output:
 /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2
 file format: qcow2
 virtual size: 20G (21474836480 bytes)
 disk size: 2.9G
 cluster_size: 65536";;RedHatEnterpriseLinux7/RHEL-120247
237;;;;;;;;;6;Do disk I/O operation in guest;Guest disk can be read/written;;RedHatEnterpriseLinux7/RHEL-120247
238;RHEL-120248;[Migration][--copy-storage-inc] Copy only the top image for storage migration - without backing chain - pre-create a smaller top image on target manually;Migration will fail if image on target is smaller;Fangge Jin (fjin);Medium;Negative;Not Automated;;1;"Prepare a non-shared source image file on source host, and create a image file on target host with same name and a smaller size:
 On source:
 
* #qemu-img create /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2 -f qcow2 20G
On target:
 
* #qemu-img create /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2 -f qcow2 10G (smaller than 20G)
";​​;Test Case;RedHatEnterpriseLinux7/RHEL-120248
238;;;;;;;;;2;Start a guest with disk /var/lib/libvirt/images/RHEL-Server-6.3-64-virtio.qcow2;​​;;RedHatEnterpriseLinux7/RHEL-120248
238;;;;;;;;;3;"Do migration: 
 
* # virsh migrate r7raw qemu+ssh://10.66.6.6/system --live --verbose --copy-storage-inc
 ";"Migration failed because the image file on target host is smaller than source.
 
 Output:
      error: internal error: info migration reply was missing return status";;RedHatEnterpriseLinux7/RHEL-120248
239;RHEL-120249;[Migration][--copy-storage-inc] Copy only the top image for storage migration - with backing chain - without pre-creating image on target manually - not supported;"Storage migration with with --copy-storage-inc - without pre-creating inc image manually on target
 Bug 1249587 - ""migrate --copy-storage-inc"" doesn't handle the image backing file ";Fangge Jin (fjin);High;Negative;Not Automated;;1;"1. Prepare an image for guest installed with qcow2 type and put it in shared nfs
 
* #qemu-img info /nfs/RHEL-Server-6.3-64-virtio.qcow2 /var/lib/libvirt/migrate/RHEL-Server-6.3-64-virtio.qcow2
file format: qcow2
 virtual size: 20G (21474836480 bytes)
 disk size: 2.9G
 cluster_size: 65536";​​;Test Case;RedHatEnterpriseLinux7/RHEL-120249
239;;;;;;;;;2;"2. Create 2 image base on above image on source host in non-shared dir :
 
* # qemu-img create /var/lib/libvirt/images/rhel6u3-mig.qcow2 -f qcow2 -b /nfs/RHEL-Server-6.3-64-virtio.qcow2

 
* # qemu-img info /var/lib/libvirt/images/rhel6u3-mig.qcow2
image: /var/lib/libvirt/images/rhel6u3-mig.qcow2
 file format: qcow2
 virtual size: 20G (21474836480 bytes)
 disk size: 136K
 cluster_size: 65536
 backing file: /nfs/RHEL-Server-6.3-64-virtio.qcow2";​​;;RedHatEnterpriseLinux7/RHEL-120249
239;;;;;;;;;3;"3. Start a guest using virtual disk **/var/lib/libvirt/images/rhel6u3-mig.qcow2** on source host
 
* # virsh start rhel6u3
";​​;;RedHatEnterpriseLinux7/RHEL-120249
239;;;;;;;;;4;"Do migration:
 
* # virsh migrate --live --copy-storage-inc rhel6u3 qemu+ssh://{target ip}/system

​​";"Output:
 error: Operation not supported: pre-creation of storage targets for incremental storage migration is not supported";;RedHatEnterpriseLinux7/RHEL-120249
240;RHEL-120255;[Migration][--copy-storage-all] Copy the whole image chain for storage migration - one disk - remote shared storage - without <shareable/>;Storage migration will fail if disk is on shared nfs storage which are accessible on both hosts;Fangge Jin (fjin);Medium;Negative;Not Automated;;1;"On source host, prepare a guest with virtual disk on shared nfs storage:
 
* # virsh domblklist foo
Target     Source
 ------------------------------------------------
 vdb        /nfs/fjin/test1.qcow2";​​;Test Case;RedHatEnterpriseLinux7/RHEL-120255
240;;;;;;;;;2;"Make sure /nfs/fjin/test1.qcow2 is also accessible on target host:
 
* # file /nfs/fjin/test1.qcow2
";​​;;RedHatEnterpriseLinux7/RHEL-120255
240;;;;;;;;;3;"Do storage migration:
 
* # virsh migrate foo qemu+ssh://intel-i72600-03.qe.lab.eng.nay.redhat.com/system --copy-storage-all --live --verbose
";"Since RHEL7.5, migration fails because source and target qemu can't open vdb at the same time:
 
* error: internal error: unable to execute QEMU command 'nbd-server-add': Block node is read-only
Since RHEL7.5, migration can succeed only when the disk is raw format and has <shareable/> flag, but we don't need to test this:
 
*     <disk type='file' device='disk'>
       <driver name='qemu' type='raw' cache='none'/>
       <source file='/nfs/fjin/shareable.iso'/>
       <shareable/>

 Before RHEL7.5, migration can succeed.";;RedHatEnterpriseLinux7/RHEL-120255
241;RHEL-120256;[Migration][--copy-storage-all][raw] Storage migration with sparse raw image - pre-create disk image of same size on target host manually;"Check storage migration with sparse disk image.
 Bug 1219541 - virsh migrate --copy-storage-all fails to preserve sparse disk image ";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"Start a guest with local image in sparse raw format:
* #  qemu-img info /var/lib/libvirt/images/V-raw.img 
image: /var/lib/libvirt/images/V-raw.imgfile 
 format: raw
 virtual size: 5.0G (5368709120 bytes)
 disk size: 3.6G

Note:
 For sparse raw img, disk size < virtual size
 ";​​;Test Case;RedHatEnterpriseLinux7/RHEL-120256
241;;;;;;;;;2;"On target, pre-create an raw image
* # qemu-img create V-raw.img 5g
Formatting 'V-raw.img', fmt=raw size=5368709120

* # qemu-img info /var/lib/libvirt/images/V-raw.img 
image: /var/lib/libvirt/images/V-raw.img
 file format: raw
 virtual size: 5.0G (5368709120 bytes)
 disk size: 0              
";​​;;RedHatEnterpriseLinux7/RHEL-120256
241;;;;;;;;;3;"Before migration, create a file in guest:
 
* # touch test
";​​;;RedHatEnterpriseLinux7/RHEL-120256
241;;;;;;;;;4;"Do copy-storage migration
* # virsh migrate V-raw --live qemu+ssh://{target_ip}/system --verbose  --copy-storage-all
";​​;;RedHatEnterpriseLinux7/RHEL-120256
241;;;;;;;;;5;"After migration, check image info on target host:
* # qemu-img info /var/lib/libvirt/images/V-raw.img 
       ";"disk size is smaller than 5G.
 
 Output:
 image: /var/lib/libvirt/images/V-raw.img
 file format: raw
 virtual size: 5.0G (5368709120 bytes)
 disk size: 1.3G    ";;RedHatEnterpriseLinux7/RHEL-120256
241;;;;;;;;;6;"After migration, check file in guest:
 
* # ls test
";File test exists;;RedHatEnterpriseLinux7/RHEL-120256
242;RHEL-120257;[Migration][--copy-storage-all] Cancel storage migration by Ctrl+C;[--copy-storage-all] Cancel storage migration by Ctrl+C;Fangge Jin (fjin);High;Positive;Automated;;1;"Start a guest on source host whose disk image is only accessible on source host.
 
 
* # virsh domblklist foo
Target     Source
 ------------------------------------------------
 vda        /var/lib/libvirt/images/full.qcow2";​​;Test Case;RedHatEnterpriseLinux7/RHEL-120257
242;;;;;;;;;2;"Do migration with
 
* # virsh migrate --verbose --live --persistent guest qemu+ssh://{target ip}/system --copy-storage-all
";​​;;RedHatEnterpriseLinux7/RHEL-120257
242;;;;;;;;;3;"During storage migration phase, check migration port on source or target:
 
* # netstat -tunap|grep 4915
";"Port 49153 is used for storage migation, which is in range 49152~49215
 
 Output(on target):
 tcp6       0      0 :::49152                :::*                    LISTEN      13585/qemu-kvm      
 tcp6       0      0 :::49153                :::*                    LISTEN      13585/qemu-kvm      
 tcp6       0      0 10.66.144.20:49153      10.66.144.32:56732      ESTABLISHED 13585/qemu-kvm    
 
 Output(on source):
 tcp        0 344388 10.66.144.32:56732       10.66.144.20:49153       ESTABLISHED 4192/qemu-kvm";;RedHatEnterpriseLinux7/RHEL-120257
